1.5242,1.8374,4.1748,3
2.226,2.4646,3.6657,3
1.2782,2.2253,4.2227,5
1.2317,1.9876,4.233,19
2.5,2.6631,4.3035,16
0.85827,2.0613,4.2161,15
1.5204,2.4823,3.8936,37
3.0042,2.839,5.8136,16
1.2301,1.9888,4.2335,18
1.7481,1.719,4.2481,16
1.2773,2.2266,4.2237,20
0.85825,2.0614,4.2159,7
2.8891,2.8355,4.5064,26
1.3478,2.3346,4.0189,4
5.7143,2.7778,1.4722,9
1.2581,2.8601,3.6573,43
0.95872,2.1443,3.0243,20
2.4835,2.0496,4.444,47
1.4723,1.6778,3.9051,33
0.65797,2.5689,3.8851,14
2.0054,1.7621,3.4725,33
1.0709,2.448,3.0528,22
0.27384,2.2845,3.5661,24
1.7866,1.6721,3.3868,89
2.1494,2.8273,4.4554,12
1.7868,1.6686,3.3896,41
1.4768,1.6756,3.9057,10
0.3962,2.1316,3.2062,81
2.0333,2.3523,4.3839,10
1.4738,1.6648,3.1988,13
0.8322,1.871,2.7758,12
3.0058,2.8414,5.8122,29
2.0052,1.7604,3.4745,31
1.0065,2.7162,2.879,50
1.8171,2.5891,4.0001,158
0.63163,1.8666,2.7998,22
1.0713,2.447,3.0532,18
1.8978,1.9141,4.4929,31
1.6789,1.6971,3.8957,9
0.50939,2.2006,3.7443,19
1.1934,2.4162,3.7876,13
1.0064,2.0571,3.2732,12
2.5435,2.2961,4.2869,19
2.0674,2.1455,4.6736,27
1.4755,1.677,3.9084,11
1.8969,1.9164,4.4928,56
1.4904,2.17,3.2684,20
0.82396,2.077,3.191,14
4.6396,3.0018,0.52469,9
2.4174,2.3701,4.3116,12
1.9478,2.6023,4.8945,15
5.7222,2.7932,1.5223,10
1.9332,2.5884,4.8749,127
2.5439,2.2958,4.2855,12
1.2877,2.4853,3.9485,43
1.7015,2.2282,4.3053,34
2.0665,3.0641,4.011,7
0.49922,2.4704,2.4723,32
1.5429,2.0547,4.6052,6
2.0797,3.0674,4.0277,22
0.39431,2.3728,3.4408,134
2.0674,2.1481,4.6736,6
1.6613,1.6323,4.0829,237
0.71067,2.0197,3.1007,17
2.2436,2.2392,4.6444,10
0.62052,2.6203,2.9918,16
1.0057,2.0608,3.2737,39
1.9893,1.9898,3.6731,9
0.13424,2.89,1.9797,13
1.9941,1.9839,4.5861,16
2.5443,2.296,4.2884,28
2.6791,2.3393,5.2016,8
2.1544,2.8267,4.4578,24
1.0792,1.8519,3.9434,17
4.6155,3.0017,0.50341,38
0.88869,2.1165,3.0572,19
1.3056,2.1011,4.2637,12
1.0555,2.0868,3.4939,20
2.3204,2.7573,4.5919,126
1.7005,1.6014,4.1591,35
1.1406,2.559,3.0642,9
0.74882,2.4246,3.7703,23
2.0527,1.9307,3.7409,12
1.6,2.4368,3.4684,13
1.6627,2.5202,3.6078,21
1.6603,1.6811,4.2496,26
2.1173,2.8134,4.594,11
2.12,2.8136,4.5935,12
3.3511,2.7824,6.1125,22
1.7002,1.6008,4.1592,11
1.701,2.0064,3.4536,12
2.1335,2.938,4.9278,17
1.1423,2.5588,3.0674,26
2.64,2.4471,4.9914,32
1.0214,2.602,4.0638,15
1.6011,2.4362,3.4684,35
1.186,1.7959,4.1027,16
1.6608,1.6325,4.0847,81
1.7017,2.0056,3.4524,35
0.28839,2.9485,3.3347,9
2.8686,2.2922,4.5612,13
1.3174,1.9512,4.2045,9
1.2434,2.6911,3.3157,17
1.4641,2.459,3.3427,26
1.8405,1.9871,3.7269,83
1.9515,2.3345,3.9915,15
1.087,2.2862,3.1723,127
2.5405,2.0503,5.1494,12
1.2401,2.6902,3.31,91
1.4631,2.4599,3.3408,18
0.28981,2.9474,3.3371,22
0.67693,1.8049,2.9156,11
1.7014,2.0289,4.42,18
1.4668,1.8657,4.1176,86
5.5428,2.9019,1.8544,42
1.3234,2.8212,3.7847,10
0.81867,2.1221,2.7793,13
1.0223,2.6035,4.0661,37
2.1384,2.9371,4.9331,8
2.1507,2.5236,3.6215,21
2.6416,2.4458,4.9933,16
2.7981,2.7066,4.5181,11
2.1655,2.5312,4.5368,28
2.3491,2.1018,4.1927,93
0.76607,1.9876,3.3506,17
1.9228,2.1149,3.3934,6
0.3219,2.4751,2.8772,9
0.60443,2.1396,3.7142,10
2.386,2.5115,4.4287,18
0.74423,2.4657,2.8483,9
1.2556,1.5813,4.2875,9
1.7005,2.006,3.4505,18
0.005442,2.6894,2.0491,66
3.2066,2.9387,6.1974,28
0.74064,2.4661,2.8466,20
1.6603,1.6339,4.0884,22
1.4934,1.8636,3.1827,21
0.73963,2.4658,2.8453,14
0.71561,2.6104,3.5824,10
2.1675,2.3487,4.9561,9
1.1412,2.5623,3.0668,67
1.0012,1.9628,3.5034,16
0.53348,1.9779,3.2567,24
1.7007,2.0078,3.4517,36
2.3861,2.0795,4.1966,10
2.1411,2.1543,4.9783,12
1.2897,1.7554,3.7985,20
0.68251,1.9761,2.7561,14
2.1402,2.1534,4.9787,15
2.3179,2.1837,4.4577,30
1.5669,2.2871,3.9628,7
4.1939,3.0107,0.12833,10
1.9553,2.3352,3.9951,16
0.83886,1.964,4.1172,16
2.1399,2.1546,4.9814,7
1.1725,2.5706,4.2136,19
3.5115,2.8547,6.0749,12
1.5317,1.617,3.2863,9
0.3248,2.2969,3.4113,59
5.1354,2.9927,1.0768,14
0.55399,2.7853,3.2495,66
1.2638,2.5058,2.9757,54
2.14,2.153,4.9813,10
1.4731,2.0951,4.3487,86
1.5266,1.6212,3.2867,8
1.3779,2.9306,3.3643,12
0.44742,2.4503,2.7148,124
1.0814,1.7906,3.7177,11
0.92455,2.4546,2.9989,8
0.22154,2.618,3.3408,103
1.6112,2.2549,4.1244,9
0.44168,2.4479,2.7092,43
1.0487,2.1672,3.6612,26
1.3943,1.8086,4.293,27
0.32485,2.298,3.4096,23
1.5882,1.8296,3.4942,7
1.5292,1.6176,3.2862,46
1.5275,1.619,3.2898,9
0.44367,2.451,2.7128,28
2.9751,2.8703,5.892,27
2.009,2.5998,4.0359,12
1.9693,2.1767,4.5864,33
2.6386,2.7751,5.2773,18
1.8897,1.9666,3.9051,67
1.2937,1.8188,3.6873,11
2.1424,2.1546,4.9813,57
1.4032,2.6597,4.0102,13
1.1134,3.0856,2.9567,9
4.693,2.9877,0.41778,28
1.2683,2.6676,4.3282,29
1.9035,1.9589,3.8845,20
1.2456,2.6397,2.8542,59
0.35215,2.774,2.943,30
0.93841,2.8892,4.1313,8
0.5695,2.5205,2.5778,9
0.69886,1.9298,2.9947,26
0.54662,2.3941,3.4303,26
1.5673,2.1747,4.2265,13
1.2527,2.6843,4.3326,10
0.63682,1.9467,3.1211,9
1.9784,1.8987,3.8193,54
1.1929,1.8473,3.6436,36
2.4689,2.7242,4.9912,20
1.3774,1.5209,4.1737,10
1.3909,2.1561,3.1757,130
0.63817,1.9464,3.1204,23
0.4592,2.4509,2.5657,50
2.1177,2.4269,4.1145,11
1.6126,2.2528,4.1263,18
2.4672,2.7239,4.9902,133
0.63693,1.9472,3.1191,37
1.5638,1.7144,3.3279,8
0.51822,3.0389,2.4342,58
0.56975,2.5207,2.5802,11
2.9038,2.7438,5.8828,15
6.1723,2.863,2.5367,35
4.6825,2.9899,0.4053,54
2.3484,2.4106,3.7559,9
0.846,3.0825,3.6266,12
1.441,2.2523,3.5657,18
0.8218,3.0799,3.6024,14
2.3685,2.2381,3.8114,15
1.1919,1.8488,3.6434,9
2.4262,2.3368,4.5576,64
2.5833,2.6257,4.0284,24
1.2593,2.6847,4.3356,12
1.891,1.9656,3.9065,78
1.1212,2.7987,3.6467,28
2.4531,2.4876,5.0954,9
1.6064,2.6228,3.2974,13
2.1688,2.1866,4.1014,23
0.78775,1.9023,3.3723,15
2.3487,2.4104,3.7551,27
2.3504,2.4126,3.7573,13
2.1836,1.8847,4.8998,19
2.6472,2.2912,4.7935,61
2.3667,2.239,3.8113,32
1.381,1.5863,3.8344,10
2.4709,2.7226,4.995,22
1.8901,1.9661,3.907,79
0.77954,2.1421,3.958,44
1.6017,1.836,4.2592,43
2.4688,2.7239,4.9924,116
1.4451,2.3901,3.2599,29
5.9246,2.8797,2.2028,18
1.8597,1.801,3.4744,22
1.9777,3.0265,4.3021,19
2.013,1.9499,4.7509,25
1.0973,2.5798,4.2701,21
1.8803,2.1503,4.8603,10
1.6138,1.8053,3.967,32
1.6043,2.0106,3.3942,18
0.99584,2.7769,3.5475,47
2.7724,2.5909,4.6376,9
0.90684,2.8338,3.8046,7
1.376,2.388,3.8424,32
1.0823,1.7416,3.6146,10
1.1201,2.7999,3.6457,59
1.8393,1.8006,4.0946,56
1.6471,1.7955,4.3327,9
1.3588,2.3695,4.3716,6
0.91244,2.4612,2.7715,16
1.91,2.0682,4.3845,45
0.06676,2.7973,2.8317,29
1.0872,1.9608,4.2607,40
0.94503,2.3383,3.0064,11
1.6317,2.3958,4.5863,7
0.97957,2.0889,2.8326,46
0.74523,1.9992,2.7441,24
1.6128,1.8055,3.9684,54
0.91263,2.4609,2.7722,18
1.3817,1.5869,3.8361,58
2.7727,2.5907,4.6391,13
1.084,2.137,3.6271,19
1.1189,2.802,3.6474,18
1.9759,1.9869,4.4761,11
1.0858,1.9621,4.2599,12
1.853,1.6503,3.45,17
1.6622,2.4802,3.9992,11
2.1109,2.5554,4.9227,47
2.1559,2.3801,3.7113,28
1.1855,3.0751,3.4177,22
1.4462,1.4655,4.2331,28
2.4786,2.7747,4.2379,6
0.61735,3.0008,3.6117,16
1.625,1.7534,4.2346,18
0.74542,1.9978,2.7431,78
0.6898,2.1941,3.9433,103
2.6898,2.6028,4.5381,30
1.9963,1.9245,4.7024,4
0.48376,2.2489,3.6645,7
1.9906,2.1289,3.4394,27
1.3817,2.9247,3.5369,18
1.0817,2.191,3.6362,38
2.5307,1.9988,4.4683,27
1.4914,1.7353,4.4227,7
1.6115,2.5926,3.5826,23
1.6111,1.8042,3.9677,9
2.0628,2.2865,4.0713,13
2.7132,2.3751,5.0133,29
0.44244,2.5318,2.9551,19
2.4782,2.2372,5.1682,5
0.0,0.0,0.0,1170
0.0,0.0,0.0,1170
